name,url,views
Bernie Madoff Investors,https://opendata.socrata.com/Business/Bernie-Madoff-Investors/ymsz-fkh9,"8,899"
NEPA Public Comments,https://opendata.socrata.com/dataset/NEPA-Public-Comments/6peu-b86u,"8,883"
San Francisco: Milk RadNet Laboratory Analysis,https://opendata.socrata.com/Government/San-Francisco-Milk-RadNet-Laboratory-Analysis/k4dk-y6ex,"8,870"
"2010 Grade National Chess Tournament, Orlando FL",https://opendata.socrata.com/Personal/2010-Grade-National-Chess-Tournament-Orlando-FL/zsvu-nc8w,"8,780"
Alberta Government Food and Beverage Costs 2009/10,https://opendata.socrata.com/dataset/Alberta-Government-Food-and-Beverage-Costs-2009-10/3cqr-g2c7,"8,605"
SBL Abbreviations,https://opendata.socrata.com/Education/SBL-Abbreviations/bpbv-52wq,"8,594"
All Starbucks Locations in the World,https://opendata.socrata.com/Business/All-Starbucks-Locations-in-the-World/xy4y-c4mk,"8,201"
County comparison,https://opendata.socrata.com/Government/County-comparison/jinf-pspj,"8,138"
South Carolina Midlands Employee Salary Database,https://opendata.socrata.com/Government/South-Carolina-Midlands-Employee-Salary-Database/weqv-6vsn,"8,101"
EPA Air Sampling: Response to BP Oil Spill,https://opendata.socrata.com/Government/EPA-Air-Sampling-Response-to-BP-Oil-Spill/498c-fwrs,"8,087"
Bacterial Identification Using 16S rDNA Gene Sequencing and Antibiogram Analysis on Biofield Treated Pseudomonas fluorescens,https://opendata.socrata.com/Education/Bacterial-Identification-Using-16S-rDNA-Gene-Seque/mcxy-6sq7,2
Bio-field Treatment: A Potential Strategy for Modification of Physical and Thermal Properties of Gluten Hydrolysate and Ipomoea Macroelements,https://opendata.socrata.com/Education/Bio-field-Treatment-A-Potential-Strategy-for-Modif/3f8j-6esj,2
Spectroscopic Characterization of Disulfiram and Nicotinic Acid after Biofield Treatment,https://opendata.socrata.com/Education/Spectroscopic-Characterization-of-Disulfiram-and-N/bsmv-qibu,2
How to Lure Him Back in Relationship,https://opendata.socrata.com/Fun/How-to-Lure-Him-Back-in-Relationship/bwsa-x29r,2
Characterization of Physical and Thermal Properties of Biofield Treated Neopentyl Glycol,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Thermal-Propertie/tr6t-vwty,2
Lean Belly Breakthrough Review,https://opendata.socrata.com/Fun/Lean-Belly-Breakthrough-Review/hnki-tm5k,2
"Antibiogram, Biochemical Reactions, and Genotypic Pattern of Biofield Treated Pseudomonas aeruginosa",https://opendata.socrata.com/Education/Antibiogram-Biochemical-Reactions-and-Genotypic-Pa/22bi-z5vj,2
Characterization of Physicochemical and Thermal Properties of Chitosan and Sodium Alginate after Biofield Treatment,https://opendata.socrata.com/Education/Characterization-of-Physicochemical-and-Thermal-Pr/spma-49z9,2
Physicochemical and Spectroscopic Characterization of p-Chlorobenzaldehyde: An Impact of Biofield Energy Treatment,https://opendata.socrata.com/Education/Physicochemical-and-Spectroscopic-Characterization/iz89-85vj,2
Physicochemical and Spectroscopic Characterization of Biofield EnergyTreated p-Anisidine,https://opendata.socrata.com/Education/Physicochemical-and-Spectroscopic-Characterization/pb64-xkiz,2
Characterization of Phenotype and Genotype of Biofield Treated Enterobacter aerogenes,https://opendata.socrata.com/Education/Characterization-of-Phenotype-and-Genotype-of-Biof/ynh4-fa6x,2
Aftercare Programs after Having an Alcohol Treatment Program,https://opendata.socrata.com/dataset/Aftercare-Programs-after-Having-an-Alcohol-Treatme/m23k-772w,2
Suboxone – A Certified Treatment for Drug Abuse,https://opendata.socrata.com/dataset/Suboxone-A-Certified-Treatment-for-Drug-Abuse/22xx-huit,2
Hire an Airport Limousine or Car,https://opendata.socrata.com/dataset/Hire-an-Airport-Limousine-or-Car/dn4q-2hgt,2
"Want a sober life free of alcohol? Yes, it is Possible",https://opendata.socrata.com/dataset/Want-a-sober-life-free-of-alcohol-Yes-it-is-Possib/7wpq-q36v,2
The Sciatica SOS Review,https://opendata.socrata.com/Fun/The-Sciatica-SOS-Review/eh2p-4jdp,2
Half Day Diet Review,https://opendata.socrata.com/Fun/Half-Day-Diet-Review/rj5q-vj7d,2
Characterization of Phenotype and Genotype of Biofield Treated Enterobacter aerogenes,https://opendata.socrata.com/Education/Characterization-of-Phenotype-and-Genotype-of-Biof/cqpy-h4yy,2
Antibiogram Pattern of Shigella flexneri: Effect of Biofield Treatment,https://opendata.socrata.com/Education/Antibiogram-Pattern-of-Shigella-flexneri-Effect-of/3ipf-isdb,2
Effect of Biofield Energy Treatment on Streptococcus group B: A Postpartum Pathogen,https://opendata.socrata.com/Education/Effect-of-Biofield-Energy-Treatment-on-Streptococc/9m7w-vzui,2
How To Get Your Ex Back Fast,https://opendata.socrata.com/Demo/How-To-Get-Your-Ex-Back-Fast/6r7p-gmev,2
How to Get Your Ex Girfriend Back,https://opendata.socrata.com/Demo/How-to-Get-Your-Ex-Girfriend-Back/vecy-32dg,2
Physical and Structural Characterization of Biofield Treated Imidazole Derivatives,https://opendata.socrata.com/Education/Physical-and-Structural-Characterization-of-Biofie/u96u-vnh9,2
"Antimicrobial Susceptibility Pattern, Biochemical Characteristics and Biotyping of Salmonella paratyphi A: An Impact of Biofield Treatment",https://opendata.socrata.com/Education/Antimicrobial-Susceptibility-Pattern-Biochemical-C/226p-fp2i,2
Make My Penis Bigger,https://opendata.socrata.com/Education/Make-My-Penis-Bigger/cq2i-4mhw,2
Effect of Biofield Energy Treatment on Streptococcus group B: A Postpartum Pathogen,https://opendata.socrata.com/Education/Effect-of-Biofield-Energy-Treatment-on-Streptococc/3eah-gxh3,2
Bio-field Treatment: A Potential Strategy for Modification of Physical and Thermal Properties of Gluten Hydrolysate and Ipomoea Macroelements,https://opendata.socrata.com/Education/Bio-field-Treatment-A-Potential-Strategy-for-Modif/a999-a3ua,2
Antibiogram Pattern of Shigella flexneri: Effect of BioField Treatment,https://opendata.socrata.com/Education/Antibiogram-Pattern-of-Shigella-flexneri-Effect-of/da6d-m923,2
Effect of Biofield Energy Treatment on Streptococcus group B: A Postpartum Pathogen,https://opendata.socrata.com/Education/Effect-of-Biofield-Energy-Treatment-on-Streptococc/ahn6-dq5k,2
Antibiogram Pattern of Shigella flexneri: Effect of BioField Treatment,https://opendata.socrata.com/Education/Antibiogram-Pattern-of-Shigella-flexneri-Effect-of/w8za-d28r,2
Characterization of Phenotype and Genotype of Biofield Treated Enterobacter aerogenes,https://opendata.socrata.com/Education/Characterization-of-Phenotype-and-Genotype-of-Biof/ynh4-fa6x,2
Aftercare Programs after Having an Alcohol Treatment Program,https://opendata.socrata.com/dataset/Aftercare-Programs-after-Having-an-Alcohol-Treatme/m23k-772w,2
Suboxone – A Certified Treatment for Drug Abuse,https://opendata.socrata.com/dataset/Suboxone-A-Certified-Treatment-for-Drug-Abuse/22xx-huit,2
Hire an Airport Limousine or Car,https://opendata.socrata.com/dataset/Hire-an-Airport-Limousine-or-Car/dn4q-2hgt,2
"Want a sober life free of alcohol? Yes, it is Possible",https://opendata.socrata.com/dataset/Want-a-sober-life-free-of-alcohol-Yes-it-is-Possib/7wpq-q36v,2
Get Bigger Penis,https://opendata.socrata.com/dataset/Get-Bigger-Penis/cydp-9zxv,2
Spectroscopic Characterization of Disodium Hydrogen Orthophosphate and Sodium Nitrate after Biofield Treatment,https://opendata.socrata.com/Education/Spectroscopic-Characterization-of-Disodium-Hydroge/imn7-x68k,2
"Physical, Spectroscopic and Thermal Characterization of Biofield treated Myristic acid",https://opendata.socrata.com/Education/Physical-Spectroscopic-and-Thermal-Characterizatio/qhik-g37d,2
Biofield Treatment: A Potential Strategy for Modification of Physical and Thermal Properties of Indole,https://opendata.socrata.com/Education/Biofield-Treatment-A-Potential-Strategy-for-Modifi/hpik-r6rc,2
Characterization of Physical and Structural Properties of Aluminium Carbide Powder: Impact of Biofield Treatment,https://opendata.socrata.com/Education/Characterization-of-Physical-and-Structural-Proper/656z-fg77,2
waivers-final-table,https://opendata.socrata.com/Government/waivers-final-table/x63r-3x8s,"4,735"
Kauai: Air Filter & Cartridge RadNet Laboratory Analysis,https://opendata.socrata.com/Government/Kauai-Air-Filter-Cartridge-RadNet-Laboratory-Analy/wzt3-jp8y,"4,711"
Spokane: Milk RadNet Laboratory Analysis,https://opendata.socrata.com/Government/Spokane-Milk-RadNet-Laboratory-Analysis/jt9u-bhsf,"4,685"
Mapa de los Proyectos de Inversión Pública 2011 en Ejecución,https://opendata.socrata.com/Government/Mapa-de-los-Proyectos-de-Inversión-Pública-2011-en/6v98-45z7,"4,598"
DCPS with < 1% improvement,https://opendata.socrata.com/Education/DCPS-with-1-improvement/iyh7-tkme,"4,567"
By Overall Proficiency,https://opendata.socrata.com/Education/By-Overall-Proficiency/cugb-wvbg,"4,564"
Las Vegas: Drinking Water RadNet Laboratory Analysis,https://opendata.socrata.com/Government/Las-Vegas-Drinking-Water-RadNet-Laboratory-Analysi/psuy-f4ih,"4,547"
Interagency Ocean Policy Task Force Framework Comments,https://opendata.socrata.com/Government/Interagency-Ocean-Policy-Task-Force-Framework-Comm/y347-w3ye,"4,501"
2010 El Tour de Tucson,https://opendata.socrata.com/dataset/2010-El-Tour-de-Tucson/h9hj-t6ti,"4,487"
YouTube most viewed ANIMAL videos,https://opendata.socrata.com/dataset/YouTube-most-viewed-ANIMAL-videos/ck3r-eyyf,"4,469"
