"name","url","views"
"Updated list of anticipated independent expenditure-only PACs","https://opendata.socrata.com/Government/Updated-list-of-anticipated-independent-expenditur/5msg-kn58","373"
"OECD Broadband Penetration Rankings","https://opendata.socrata.com/dataset/OECD-Broadband-Penetration-Rankings/p8zx-jkxn","372"
"Bird Strikes January 2008","https://opendata.socrata.com/Government/Bird-Strikes-January-2008/c2mb-8tpz","443"
"Cedar Rapids: Drinking Water RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Cedar-Rapids-Drinking-Water-RadNet-Laboratory-Anal/yd2k-84ck","388"
"Chicago Building Permits (December)","https://opendata.socrata.com/dataset/Chicago-Building-Permits-December-/tqgz-9p9m","369"
"Corvallis Gazette-Times index 7-1-1969 through 11-30-1999","https://opendata.socrata.com/dataset/Corvallis-Gazette-Times-index-7-1-1969-through-11-/hmzv-bm6c","787"
"Información de las atenciones realizadas por SISOL","https://opendata.socrata.com/Government/Informaci-n-de-las-atenciones-realizadas-por-SISOL/w8q3-a6c3","2,112"
"Personal Watercraft Safety Data (Updated March 2009)","https://opendata.socrata.com/dataset/Personal-Watercraft-Safety-Data-Updated-March-2009/w8vh-6i49","372"
"California Sat State Level Scores - 2000-01","https://opendata.socrata.com/dataset/California-Sat-State-Level-Scores-2000-01/3xvw-juav","370"
"Principal Means Of Transportation To Work (Updated December 2008)","https://opendata.socrata.com/dataset/Principal-Means-Of-Transportation-To-Work-Updated-/re5z-fwwb","370"
"Top New Music Artists 2007","https://opendata.socrata.com/dataset/Top-New-Music-Artists-2007/wpfq-h4mm","382"
"My Grocery List","https://opendata.socrata.com/dataset/My-Grocery-List/fdnk-889n","361"
"NV","https://opendata.socrata.com/Government/NV/76ra-iz7w","378"
"Sales Price Of Transportation Fuel To End- Users (Updated July 2008)","https://opendata.socrata.com/dataset/Sales-Price-Of-Transportation-Fuel-To-End-Users-Up/e3cq-x8kx","369"
"Aggregate Loan Amount By Country Heatmap (Original)","https://opendata.socrata.com/dataset/Aggregate-Loan-Amount-By-Country-Heatmap-Original-/r5ij-cf7n","369"
"Batalhas MK1 Mame","https://opendata.socrata.com/dataset/Batalhas-MK1-Mame/nqv8-djf8","368"
"Federal Exhaust Emission Certification Standards For Newly Manufactured Gasoline- And Diesel- Powered Light Duty Trucks ( Category Ldt1) ( Grams Per Mile)","https://opendata.socrata.com/dataset/Federal-Exhaust-Emission-Certification-Standards-F/kxe7-bdvt","372"
"Estimated National Emissions Of Volatile Organic Compounds ( Updated December 2008)","https://opendata.socrata.com/dataset/Estimated-National-Emissions-Of-Volatile-Organic-C/5zz6-xde9","371"
"BASE DE DATOS GRUPO CEDVA INGENIERO MARIO","https://opendata.socrata.com/Education/BASE-DE-DATOS-GRUPO-CEDVA-INGENIERO-MARIO/hsa9-nsnu","371"
"test_chrome","https://opendata.socrata.com/Business/test_chrome/jt8u-m8mb","378"
"RSS Feeds","https://opendata.socrata.com/Government/RSS-Feeds/t2au-9wvf","373"
"NomineesByAgency","https://opendata.socrata.com/dataset/NomineesByAgency/erb7-aqjs","179"
"Videos","https://opendata.socrata.com/Education/Videos/vkvu-ah3m","404"
"NHL Team Valuations","https://opendata.socrata.com/dataset/NHL-Team-Valuations/78ks-c953","432"
"portola inventory 09-10","https://opendata.socrata.com/dataset/portola-inventory-09-10/hxnb-j8rx","396"
"Hotels in Washington DC","https://opendata.socrata.com/dataset/Hotels-in-Washington-DC/cvtm-ftna","377"
"Excel","https://opendata.socrata.com/Government/Excel/zcrn-49tb","387"
"OECD Average Advertised Broadband Speed","https://opendata.socrata.com/dataset/OECD-Average-Advertised-Broadband-Speed/k23q-mt2n","374"
"woot lens","https://opendata.socrata.com/dataset/woot-lens/w4qb-xt2k","373"
"NEIGBORHOOD MOVIE LIST","https://opendata.socrata.com/dataset/NEIGBORHOOD-MOVIE-LIST/phs4-abch","271"
"Payroll Report - End Date 01/16/2013","https://opendata.socrata.com/Government/Payroll-Report-End-Date-01-16-2013/cji4-hu56","436"
"San Francisco Demolition Permits - July","https://opendata.socrata.com/Government/San-Francisco-Demolition-Permits-July/ns64-udnq","370"
"myblist1","https://opendata.socrata.com/dataset/myblist1/uit7-ew77","9"
"asdf","https://opendata.socrata.com/dataset/asdf/j5re-v4x5","9"
"Marketing Manager 2008","https://opendata.socrata.com/dataset/Marketing-Manager-2008/wdck-pr7b","9"
"action prevention","https://opendata.socrata.com/dataset/action-prevention/byni-2qn8","9"
"tudo","https://opendata.socrata.com/dataset/tudo/m2mp-qxnx","9"
"yt","https://opendata.socrata.com/dataset/yt/f2gj-8njr","10"
"test","https://opendata.socrata.com/dataset/test/jngq-jxdi","10"
"toms","https://opendata.socrata.com/dataset/toms/93n5-678m","9"
"Altas ICBA","https://opendata.socrata.com/Personal/Altas-ICBA/bjg9-ke6w","11"
"testhc","https://opendata.socrata.com/dataset/testhc/rpqy-p64j","9"
"TODO","https://opendata.socrata.com/Personal/TODO/26rg-qqdd","11"
"Holiday List","https://opendata.socrata.com/Personal/Holiday-List/73sd-mwmi","10"
"Project template","https://opendata.socrata.com/Personal/Project-template/i4hh-e469","11"
"Ainda este ano","https://opendata.socrata.com/Personal/Ainda-este-ano/8qkm-edci","12"
"try","https://opendata.socrata.com/dataset/try/sks9-rh6r","9"
"films","https://opendata.socrata.com/dataset/films/ww3n-9brr","9"
"wc","https://opendata.socrata.com/dataset/wc/tvhh-22gu","10"
"coffe & wireless list for Seattle","https://opendata.socrata.com/dataset/coffe-wireless-list-for-Seattle/nge6-amti","9"
"shoppers","https://opendata.socrata.com/dataset/shoppers/v7xf-wuys","10"
"Processors","https://opendata.socrata.com/dataset/Processors/phq9-tzyu","9"
"Test","https://opendata.socrata.com/dataset/Test/45s8-qfsh","9"
"United National Movement (2007 Annual - Donations From Legal Entities)","https://opendata.socrata.com/Government/United-National-Movement-2007-Annual-Donations-Fro/vk9m-pmkn","15"
"test1","https://opendata.socrata.com/dataset/test1/286t-r656","9"
"Sales Contacts","https://opendata.socrata.com/dataset/Sales-Contacts/8mmg-6ubp","10"
"try1","https://opendata.socrata.com/dataset/try1/3pam-shes","9"
"ST EOG PROMOTION DISAGG","https://opendata.socrata.com/Education/ST-EOG-PROMOTION-DISAGG/dtxq-b9nr","11"
"TO DO","https://opendata.socrata.com/dataset/TO-DO/d6g8-n945","10"
"Newsroom - QA","https://opendata.socrata.com/dataset/Newsroom-QA/3ef8-a5xd","10"
"yyy","https://opendata.socrata.com/dataset/yyy/ges8-cywc","9"
"Nima","https://opendata.socrata.com/dataset/Nima/vnde-84pr","16"
"Jenicita excel","https://opendata.socrata.com/Personal/Jenicita-excel/xp2v-g5zh","10"
"True Value Vs Ace","https://opendata.socrata.com/Business/True-Value-Vs-Ace/a4tg-frj2","58"
"bpubeta","https://opendata.socrata.com/dataset/bpubeta/x26t-ax5i","9"
"Favorite Read Alouds","https://opendata.socrata.com/dataset/Favorite-Read-Alouds/d7s7-bs2y","10"
"test","https://opendata.socrata.com/Government/test/ixrb-bwtd","10"
"FFA Lasagna Dinner 07 May 2009","https://opendata.socrata.com/Personal/FFA-Lasagna-Dinner-07-May-2009/gw3m-gdcr","11"
"Maryland Public Defender Cases by Year","https://opendata.socrata.com/Government/Maryland-Public-Defender-Cases-by-Year/nmje-g9g6","10"
"lkj","https://opendata.socrata.com/dataset/lkj/uctq-eqa8","9"
"dom","https://opendata.socrata.com/dataset/dom/sw87-n6s2","9"
"Quotes","https://opendata.socrata.com/dataset/Quotes/bkhd-kwag","9"
"Federal Exhaust Emission Certification Standards For Newly Manufactured Gasoline- And Diesel- Powered Light Duty Trucks ( Category Ldt3) ( Grams Per Mile)","https://opendata.socrata.com/dataset/Federal-Exhaust-Emission-Certification-Standards-F/gsdv-sjsa","358"
"MI East Lansing Milk","https://opendata.socrata.com/Government/MI-East-Lansing-Milk/t3e6-tnqb","392"
"Oak Ridge: Precipitation RadNet Laboratory Analysis","https://opendata.socrata.com/Government/Oak-Ridge-Precipitation-RadNet-Laboratory-Analysis/47fw-tsk2","417"
"EPA Dispersant in Sediment: Constituent Analyses from Sediment Samples: Response to BP Oil Spill","https://opendata.socrata.com/Government/EPA-Dispersant-in-Sediment-Constituent-Analyses-fr/5e5d-45aw","367"
"Payroll Report - End Date 10/12/2011","https://opendata.socrata.com/Government/Payroll-Report-End-Date-10-12-2011/7tzu-kuum","380"
"B&W Approved Worksite List","https://opendata.socrata.com/dataset/B-W-Approved-Worksite-List/35f7-iu2t","1,335"
"Producer Price Indices For Transportation Equipment","https://opendata.socrata.com/dataset/Producer-Price-Indices-For-Transportation-Equipmen/9jg2-q6nf","366"
"1231","https://opendata.socrata.com/Government/1231/ytgy-6cem","254"
"Virginia - Title 1 Grants To Educational Agencies","https://opendata.socrata.com/dataset/Virginia-Title-1-Grants-To-Educational-Agencies/m7qm-nfex","359"
"Federal Exhaust Emission Certification Standards For Newly Manufactured Gasoline- And Diesel- Powered Light Duty Trucks ( Category Ldt2) ( Grams Per Mile)","https://opendata.socrata.com/dataset/Federal-Exhaust-Emission-Certification-Standards-F/3u7q-fz6r","355"
"Alpena County Sex Offenders","https://opendata.socrata.com/dataset/Alpena-County-Sex-Offenders/gsjn-njsq","367"
"2009 Temporary License List, as of 02-02-09","https://opendata.socrata.com/dataset/2009-Temporary-License-List-as-of-02-02-09/psgy-gkxk","389"
"Texas Public Salaries","https://opendata.socrata.com/Government/Texas-Public-Salaries/fptq-j2jx","4,872"
"123","https://opendata.socrata.com/Fun/123/bixi-ptp8","366"
"Q1 2008 Bird Strikes Timeline","https://opendata.socrata.com/Government/Q1-2008-Bird-Strikes-Timeline/vbpp-nmii","449"
"NDN_Freelancers","https://opendata.socrata.com/Business/NDN_Freelancers/wxwc-zh4f","119"
"Total Operating Revenues (Updated April 2008)","https://opendata.socrata.com/dataset/Total-Operating-Revenues-Updated-April-2008-/mjzy-n3kt","360"
"Map","https://opendata.socrata.com/dataset/Map/q5pm-qtkm","369"
"Sound system","https://opendata.socrata.com/Fun/Sound-system/rpc4-utkw","365"
"Federal Exhaust Emissions Standards For Newly Manufactured And In- Use Aircraft Engines","https://opendata.socrata.com/dataset/Federal-Exhaust-Emissions-Standards-For-Newly-Manu/xpr2-zzc3","361"
"Chart","https://opendata.socrata.com/Government/Chart/jhqt-xb5r","395"
"Payroll Report - End Date 10/27/10","https://opendata.socrata.com/Government/Payroll-Report-End-Date-10-27-10/6wz4-z8vg","376"
"Birth and Death data for California, 1970-2005  (By Place of Residence)","https://opendata.socrata.com/Government/Birth-and-Death-data-for-California-1970-2005-By-P/fekp-348q","362"
"Yahoo's Top 100 Green Cars","https://opendata.socrata.com/dataset/Yahoo-s-Top-100-Green-Cars/i76s-f8th","265"
"Top Automotive Websites","https://opendata.socrata.com/Business/Top-Automotive-Websites/89b4-vyrq","384"
"Military Personnel Programs M-1","https://opendata.socrata.com/Government/Military-Personnel-Programs-M-1/rp9i-qjgk","375"
"Average Wage And Salary Accruals Per Full- Time Equivalent Employee By Transportation Industry (Naics) (Updated December 2008)","https://opendata.socrata.com/dataset/Average-Wage-And-Salary-Accruals-Per-Full-Time-Equ/ftkj-4r6y","361"
"California Public School Enrollment - 2001-02","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-2001-02/7uwu-9hhf","361"
"Recent Tastings","https://opendata.socrata.com/dataset/Recent-Tastings/tehc-w3ik","351"
"Buenas Pelis","https://opendata.socrata.com/Personal/Buenas-Pelis/as3p-k5j9","263"
"Nursing Faculty & Staff","https://opendata.socrata.com/Education/Nursing-Faculty-Staff/znsh-c4d9","418"
"Payroll Report - End Date 4/13/11","https://opendata.socrata.com/dataset/Payroll-Report-End-Date-4-13-11/6aje-9ccp","390"
"Books I Want","https://opendata.socrata.com/dataset/Books-I-Want/r9ik-3ugd","362"
"Unsocial thinkers stats","https://opendata.socrata.com/Fun/Unsocial-thinkers-stats/gyy7-izcd","366"
"Mobile View","https://opendata.socrata.com/Business/Mobile-View/rgmh-s74e","383"
"Bar Chart","https://opendata.socrata.com/Government/Bar-Chart/9n3b-whx3","380"
"Percentage of Songs by Theme","https://opendata.socrata.com/Fun/Percentage-of-Songs-by-Theme/qaj4-nth8","284"
"NFL Valuations","https://opendata.socrata.com/dataset/NFL-Valuations/h3n6-ubxa","364"
"Hilton Global Web Data Dictionary","https://opendata.socrata.com/Business/Hilton-Global-Web-Data-Dictionary/ugdk-wc4u","333"
"Ted Talks Database","https://opendata.socrata.com/dataset/Ted-Talks-Database/canb-6prh","374"
"Top Ten Black Counties In Maryland and Gay Marriage Vote","https://opendata.socrata.com/dataset/Top-Ten-Black-Counties-In-Maryland-and-Gay-Marriag/iyiz-48sw","14"
"test","https://opendata.socrata.com/dataset/test/wmxm-ac8j","9"
"Signets","https://opendata.socrata.com/Personal/Signets/6rm7-84dq","10"
"Top U.S. petroleum sources","https://opendata.socrata.com/dataset/Top-U-S-petroleum-sources/jp73-umz2","9"
"jons blist","https://opendata.socrata.com/dataset/jons-blist/tjcf-viy2","9"
"Wenger","https://opendata.socrata.com/Government/Wenger/ycf8-79yq","11"
"media","https://opendata.socrata.com/Business/media/ibwz-tshd","10"
"To do","https://opendata.socrata.com/dataset/To-do/cws7-a8gz","9"
"2012salesdata-cars-good","https://opendata.socrata.com/dataset/2012salesdata-cars-good/ua4w-dpzn","10"
"test","https://opendata.socrata.com/dataset/test/m98w-x6dc","9"
"Photos","https://opendata.socrata.com/dataset/Photos/spdu-m9qu","9"
"TBLalex","https://opendata.socrata.com/dataset/TBLalex/zij5-sap7","9"
"test","https://opendata.socrata.com/dataset/test/9gru-vj5c","9"
"SeattleParks_ParkList","https://opendata.socrata.com/Government/SeattleParks_ParkList/r682-48y6","11"
"SeattleParks_FeatureList","https://opendata.socrata.com/Government/SeattleParks_FeatureList/78s5-qz7g","15"
"hgfh","https://opendata.socrata.com/dataset/hgfh/cn9v-pctr","12"
"test","https://opendata.socrata.com/dataset/test/3feg-hcuw","9"
"Images production trends and attractiveness","https://opendata.socrata.com/City-Services/Images-production-trends-and-attractiveness/twqn-n2wt","12"
"cash flow trial","https://opendata.socrata.com/Personal/cash-flow-trial/8ecn-kkz8","9"
"Offences 2008-2010 Kenya","https://opendata.socrata.com/Government/Offences-2008-2010-Kenya/d43c-rj5j","20"
"wines","https://opendata.socrata.com/dataset/wines/ttt4-smme","9"
"ReparacionesTaller","https://opendata.socrata.com/dataset/ReparacionesTaller/wtd4-bx8i","9"
"Census 2011 Hampshire Grouping","https://opendata.socrata.com/Government/Census-2011-Hampshire-Grouping/nji7-q6em","10"
"United National Movement (2007 Annual - Donation From Individuals)-2","https://opendata.socrata.com/Government/United-National-Movement-2007-Annual-Donation-From/knpw-e2qf","10"
"Test Lens","https://opendata.socrata.com/dataset/Test-Lens/pxhc-tdiu","9"
"phd project","https://opendata.socrata.com/dataset/phd-project/ngnv-an98","10"
"DLP HCAHPS","https://opendata.socrata.com/dataset/DLP-HCAHPS/wkzr-wrvc","10"
"Mais de 8 horas, no projeto “W8”, durante a semana de produção 21","https://opendata.socrata.com/Education/Mais-de-8-horas-no-projeto-W8-durante-a-semana-de-/e8w6-59rv","10"
"Blip","https://opendata.socrata.com/Personal/Blip/gtav-vddf","10"
"Enter Data","https://opendata.socrata.com/Government/Enter-Data/2kcq-m3bk","10"
"Wine List","https://opendata.socrata.com/dataset/Wine-List/2cf4-8n74","9"
"Gift Ideas","https://opendata.socrata.com/dataset/Gift-Ideas/uz5w-waz2","9"
"Model Airplanes","https://opendata.socrata.com/dataset/Model-Airplanes/cb7w-r2x4","11"
"overall proficiency 2011-12","https://opendata.socrata.com/Education/overall-proficiency-2011-12/nmej-xirm","23"
"Industry Will Save Georgia (2008 Annual - Incomes And Expenditures)","https://opendata.socrata.com/Government/Industry-Will-Save-Georgia-2008-Annual-Incomes-And/gc2k-wmt6","10"
"Recreation Trip Options","https://opendata.socrata.com/Fun/Recreation-Trip-Options/4dcz-nkut","11"
"ME.xls","https://opendata.socrata.com/dataset/ME-xls/wjve-69r7","10"
"ST END OF GRADE SUMM","https://opendata.socrata.com/Education/ST-END-OF-GRADE-SUMM/rdzv-5tiw","14"
"Development Sites Map","https://opendata.socrata.com/dataset/Development-Sites-Map/wcvu-wuhq","13"
"Earmark View","https://opendata.socrata.com/Government/Earmark-View/pypv-6ahp","10"
"Grouped by Year","https://opendata.socrata.com/Fun/Grouped-by-Year/ckeq-jg4a","269"
"Madoff Victims","https://opendata.socrata.com/dataset/Madoff-Victims/qg5d-h2j7","348"
"Payroll Report - End Date 1/2/13","https://opendata.socrata.com/Government/Payroll-Report-End-Date-1-2-13/t43m-5ief","410"
"imptest1","https://opendata.socrata.com/dataset/imptest1/rsxg-czbj","347"
"Sort and Filter Test","https://opendata.socrata.com/dataset/Sort-and-Filter-Test/x2xb-ymiw","329"
"Viking","https://opendata.socrata.com/Education/Viking/pj4t-4jx6","355"
"Biz Form","https://opendata.socrata.com/dataset/Biz-Form/z293-zvnc","364"
"DC Auditor Reports FY06","https://opendata.socrata.com/Government/DC-Auditor-Reports-FY06/chin-xj6w","349"
"Unit 6 – Vikings: Raiders, Traders and Settlers","https://opendata.socrata.com/Education/Unit-6-Vikings-Raiders-Traders-and-Settlers/ieu3-wy6b","353"
"PRPRESS21 13- FEB-13","https://opendata.socrata.com/Government/PRPRESS21-13-FEB-13/pubx-hgqk","382"
"CNNMoney's 25 Most Desireable MBA Employers","https://opendata.socrata.com/dataset/CNNMoney-s-25-Most-Desireable-MBA-Employers/me6p-t5zu","360"
"Worldwide Values of Shares Map","https://opendata.socrata.com/dataset/Worldwide-Values-of-Shares-Map/hitt-q3by","354"
"Top 20 Seafood Recipes","https://opendata.socrata.com/dataset/Top-20-Seafood-Recipes/4tat-fvgc","300"
"Top Earning Tennis Players (Women)","https://opendata.socrata.com/dataset/Top-Earning-Tennis-Players-Women-/k8t9-w9x7","337"
"My new blist","https://opendata.socrata.com/dataset/My-new-blist/c6hu-uaux","348"
"Alma Teachers/Salaries 2009-2010","https://opendata.socrata.com/Education/Alma-Teachers-Salaries-2009-2010/fwgg-9dvy","399"
"Billboard top 50 as of 4/1/2009","https://opendata.socrata.com/Fun/Billboard-top-50-as-of-4-1-2009/5vu7-tkvp","354"
"Plibrico Approved Worksite List","https://opendata.socrata.com/dataset/Plibrico-Approved-Worksite-List/nycw-xr3n","513"
"Guides to Archaeological Practice","https://opendata.socrata.com/Education/Guides-to-Archaeological-Practice/b2rv-iaut","355"
"NEPA Efficiencies","https://opendata.socrata.com/dataset/NEPA-Efficiencies/73et-rwdw","290"
"Police Complaint Examiner Decisions – 2003","https://opendata.socrata.com/Government/Police-Complaint-Examiner-Decisions-2003/mhdn-xqea","354"
"Free Resources Blist for Site Promotion - from àlaBuzz.org","https://opendata.socrata.com/Education/Free-Resources-Blist-for-Site-Promotion-from-laBuz/xjtr-shm9","401"
"Transit And Grade-Crossing Incidents By Rail Transit Mode (Updated October 2008)","https://opendata.socrata.com/dataset/Transit-And-Grade-Crossing-Incidents-By-Rail-Trans/bs6e-f6si","351"
"Top 200 Employers in the District","https://opendata.socrata.com/Government/Top-200-Employers-in-the-District/ay8r-s64h","355"
"techcrunch","https://opendata.socrata.com/dataset/techcrunch/kbhf-y3ye","567"
"kmerritt","https://opendata.socrata.com/dataset/kmerritt/nxnn-c5s6","377"
"new blist behavior","https://opendata.socrata.com/dataset/new-blist-behavior/jbvx-8p82","350"
"California Ap Exam Results - 2003-04","https://opendata.socrata.com/dataset/California-Ap-Exam-Results-2003-04/mjh6-3jzf","352"
"Estimated National Emissions Of Lead","https://opendata.socrata.com/dataset/Estimated-National-Emissions-Of-Lead/eabe-uk96","353"
"Socrata Customer Spotlights","https://opendata.socrata.com/dataset/Socrata-Customer-Spotlights/6wk3-4ija","544"
"Chicago Building Permits (May)","https://opendata.socrata.com/dataset/Chicago-Building-Permits-May-/yjjz-ghgw","354"
"Railroad And Grade- Crossing Fatalities By Victim Class ( Updated July 2008)","https://opendata.socrata.com/dataset/Railroad-And-Grade-Crossing-Fatalities-By-Victim-C/3hty-grkw","358"
"Sort on Quantity","https://opendata.socrata.com/dataset/Sort-on-Quantity/gp7n-7n2k","359"
"Gulf Surface Water","https://opendata.socrata.com/Government/Gulf-Surface-Water/yus3-766a","696"
"Railroad Passenger Safety Data (Updated July 2008)","https://opendata.socrata.com/dataset/Railroad-Passenger-Safety-Data-Updated-July-2008-/9i24-4qhg","353"
"Perscription Drug Use In The Past Month - Three Or More Drugs","https://opendata.socrata.com/dataset/Perscription-Drug-Use-In-The-Past-Month-Three-Or-M/ujq4-6bbj","355"
"Jami Rodriguez Wholesale Products","https://opendata.socrata.com/Business/Jami-Rodriguez-Wholesale-Products/mcvm-gz8p","351"
"Anne's blist","https://opendata.socrata.com/dataset/Anne-s-blist/6ccw-m54n","351"
"California Public School Enrollment - 2000-01","https://opendata.socrata.com/dataset/California-Public-School-Enrollment-2000-01/iheh-e63p","354"
"Michigan House of Representatives Members","https://opendata.socrata.com/Government/Michigan-House-of-Representatives-Members/ag4x-rdsf","357"
"2012 avg proficiency 0 librarians vs 1 librarian","https://opendata.socrata.com/Education/2012-avg-proficiency-0-librarians-vs-1-librarian/drgz-cu78","20"
"For Professionals","https://opendata.socrata.com/dataset/For-Professionals/ju7f-nebe","10"
"Sch Eoc Summ Disagg","https://opendata.socrata.com/Education/Sch-Eoc-Summ-Disagg/i2j3-mnjm","23"
"UK Accounts","https://opendata.socrata.com/dataset/UK-Accounts/629r-8gf8","21"
"stacked_column_chart","https://opendata.socrata.com/Personal/stacked_column_chart/ij3s-kwvs","12"
"3","https://opendata.socrata.com/Education/3/zh3b-58uf","9"
"nfl list","https://opendata.socrata.com/dataset/nfl-list/gkb9-nr9p","9"
"base texis globito azul","https://opendata.socrata.com/Fun/base-texis-globito-azul/pqc3-hwys","11"
"Athman - TEst","https://opendata.socrata.com/Government/Athman-TEst/grn7-4xc6","10"
"test","https://opendata.socrata.com/dataset/test/dniv-c928","9"
"bs","https://opendata.socrata.com/dataset/bs/bg29-5274","10"
"City of Sacramento: Geographic Information Systems Data","https://opendata.socrata.com/City-Services/City-of-Sacramento-Geographic-Information-Systems-/7dti-mwii","34"
"Test","https://opendata.socrata.com/dataset/Test/ajz7-wnkf","9"
"questão 2","https://opendata.socrata.com/dataset/quest-o-2/5dhs-wxmi","10"
"T2 - Q5a","https://opendata.socrata.com/Education/T2-Q5a/2ai8-iqpt","11"
"ETHICS ADVISORS","https://opendata.socrata.com/dataset/ETHICS-ADVISORS/mghd-5qcb","11"
"State Populations with State Codes for 2011 not Total U.S.","https://opendata.socrata.com/dataset/State-Populations-with-State-Codes-for-2011-not-To/d2cg-yw7d","12"
"Alerts","https://opendata.socrata.com/dataset/Alerts/qzq7-9r2k","14"
"Taller","https://opendata.socrata.com/Government/Taller/2qcr-xyvv","28"
"Load","https://opendata.socrata.com/dataset/Load/9tzh-dgyf","9"
"Test Project","https://opendata.socrata.com/dataset/Test-Project/snmn-sfpw","9"
"Web","https://opendata.socrata.com/dataset/Web/cnbw-b3iy","9"
"Cata_raid","https://opendata.socrata.com/dataset/Cata_raid/7jc9-ivtp","9"
"Salaries","https://opendata.socrata.com/dataset/Salaries/gh3p-njry","9"
"LAMB AND VEAL","https://opendata.socrata.com/dataset/LAMB-AND-VEAL/2d8a-ec6n","12"
"Church Directory 1","https://opendata.socrata.com/dataset/Church-Directory-1/6vyd-p42r","10"
"Zugdidi Cars Procurement","https://opendata.socrata.com/dataset/Zugdidi-Cars-Procurement/qj6z-dhkz","10"
"test crm","https://opendata.socrata.com/dataset/test-crm/fden-t4u3","10"
"visit","https://opendata.socrata.com/Fun/visit/9667-grqf","14"
"project tracking","https://opendata.socrata.com/dataset/project-tracking/c3yq-qw4a","10"
"Time Table","https://opendata.socrata.com/dataset/Time-Table/8ahe-vbuc","9"
"joinvilleempregos","https://opendata.socrata.com/Education/joinvilleempregos/3njb-7qus","9"
"wtest","https://opendata.socrata.com/dataset/wtest/776s-u5m7","9"
"RealTalk","https://opendata.socrata.com/Education/RealTalk/rpdf-64gt","9"
"Contagem","https://opendata.socrata.com/Business/Contagem/m6ce-tv29","9"
"Jokull demo 3","https://opendata.socrata.com/dataset/Jokull-demo-3/iqsv-afw9","9"
"my list","https://opendata.socrata.com/dataset/my-list/bcys-ncxs","9"
"Lea Eog Test Level","https://opendata.socrata.com/Education/Lea-Eog-Test-Level/4ify-z2pn","39"
"cyber citizenship","https://opendata.socrata.com/dataset/cyber-citizenship/rhcz-amug","9"
"Rish","https://opendata.socrata.com/dataset/Rish/nwki-8swn","9"
"art","https://opendata.socrata.com/Education/art/974a-u27t","348"
"Payroll Report - End Date 03/13/2013","https://opendata.socrata.com/dataset/Payroll-Report-End-Date-03-13-2013/w7j2-4ndy","405"
"Retail Tenants Expanding","https://opendata.socrata.com/Business/Retail-Tenants-Expanding/raw5-96kb","354"
"Blogs","https://opendata.socrata.com/Education/Blogs/k69x-bexh","345"
"Seattle Startup Submission Form","https://opendata.socrata.com/Business/Seattle-Startup-Submission-Form/gupk-uq9s","318"
"Mark Twain Quotes","https://opendata.socrata.com/Fun/Mark-Twain-Quotes/7gzv-7im2","346"
"Top ten Worlds most expensive heels.","https://opendata.socrata.com/dataset/Top-ten-Worlds-most-expensive-heels-/qgkf-tdtw","341"
"Address Sides","https://opendata.socrata.com/dataset/Address-Sides/5fek-bv7s","229"
"Copy CopiedNew","https://opendata.socrata.com/dataset/Copy-CopiedNew/wzse-g7au","338"
"Deparle","https://opendata.socrata.com/Government/Deparle/xznt-qecj","338"
"International students in US","https://opendata.socrata.com/dataset/International-students-in-US/n9dy-frd7","443"
"ZIP Codes","https://opendata.socrata.com/Personal/ZIP-Codes/he2p-ih8q","1,178"
"sdsd","https://opendata.socrata.com/Education/sdsd/eq8x-4ygv","397"
"DC Civil Infractions - Nursing Homes","https://opendata.socrata.com/Government/DC-Civil-Infractions-Nursing-Homes/xbmz-suua","346"
"Big Ten Football Teams","https://opendata.socrata.com/Fun/Big-Ten-Football-Teams/u5pw-dcqt","356"
"Condition Of Rail Transit Infrastructure (Updated April 2008)","https://opendata.socrata.com/dataset/Condition-Of-Rail-Transit-Infrastructure-Updated-A/gq28-r5hf","345"
"ADC Course Listing 2013-14","https://opendata.socrata.com/Education/ADC-Course-Listing-2013-14/25yi-8wbh","349"
"Player Evaluation","https://opendata.socrata.com/dataset/Player-Evaluation/8srw-utkw","333"
"donors","https://opendata.socrata.com/Business/donors/ea5p-jhju","344"
"GovLoop Member Directory Summary by US States","https://opendata.socrata.com/dataset/GovLoop-Member-Directory-Summary-by-US-States/92rn-jcqq","334"
"Full Bernie Madoff Client List","https://opendata.socrata.com/Business/Full-Bernie-Madoff-Client-List/2w7a-ng47","355"
"Famous Photographers","https://opendata.socrata.com/dataset/Famous-Photographers/6wvd-s45a","363"
"'80s O. Rebounding Machines","https://opendata.socrata.com/dataset/-80s-O-Rebounding-Machines/h998-3vcv","356"
"Recovery Act Pillars (MO)","https://opendata.socrata.com/dataset/Recovery-Act-Pillars-MO-/qdkj-485m","345"
"Rep. Brad Ellsworth Combined Contributions","https://opendata.socrata.com/Government/Rep-Brad-Ellsworth-Combined-Contributions/ympx-z84z","292"
"Merrill Teachers/Salaries 2009-2010","https://opendata.socrata.com/Education/Merrill-Teachers-Salaries-2009-2010/hrp5-3mkb","354"
"EPL Player Data","https://opendata.socrata.com/Personal/EPL-Player-Data/iu3v-gswi","218"
"WH Staff List","https://opendata.socrata.com/Government/WH-Staff-List/vcs7-j46w","365"
"test import","https://opendata.socrata.com/dataset/test-import/abcy-u9xa","344"
"Weight Watchers ""E"" Foods","https://opendata.socrata.com/dataset/Weight-Watchers-E-Foods/brqt-s4cv","359"
